transaction_id,datetime,customer_id,amount,currency,country,type
T00127,2026-05-19 09:07:30,C015,858.54,EUR,France,transfer
T00052,2026-05-11 21:40:47,C008,474.14,EUR,Austria,withdrawal
T00082,2026-05-15 19:06:05,C035,107.56,EUR,Spain,transfer
T00120,2026-03-22 06:22:26,C034,434.09,EUR,Germany,deposit
T00300,2026-05-01 08:49:57,C031,384.0,EUR,Italy,transfer
T00398,2026-03-11 18:36:57,C010,28396.67,EUR,Spain,transfer
T00272,2026-04-03 13:57:55,C009,386.67,EUR,Malta,deposit
T00242,2026-04-21 13:19:24,C007,268.46,EUR,Netherlands,deposit
T00030,2026-03-15 02:44:22,C029,764.65,EUR,Malta,transfer
T00411,2026-03-23 01:17:15,C024,3755.33,EUR,Iran,transfer
T00436,2026-03-19 04:19:15,C029,9832.94,EUR,Portugal,deposit
T00113,2026-05-24 23:44:21,C031,3569.49,EUR,Ireland,deposit
T00306,2026-05-03 20:02:53,C022,252.41,EUR,France,transfer
T00164,2026-04-26 15:04:47,C040,571.07,EUR,Belgium,withdrawal
T00014,2026-03-25 19:31:32,C007,1119.95,EUR,France,withdrawal
T00093,2026-04-04 05:10:43,C013,516.06,EUR,Germany,deposit
T00139,2026-03-31 13:12:17,C003,968.1,EUR,Portugal,deposit
T00199,2026-03-18 01:23:40,C015,2969.24,EUR,Germany,withdrawal
T00165,2026-03-15 10:18:45,C014,1037.1,EUR,Ireland,transfer
T00258,2026-04-18 14:21:52,C036,446.61,EUR,Austria,withdrawal
T00290,2026-04-01 01:36:38,C007,864.39,EUR,Malta,withdrawal
T00177,2026-04-27 20:33:09,C005,640.99,EUR,Belgium,transfer
T00249,2026-05-12 10:54:54,C022,680.64,EUR,Portugal,withdrawal
T00402,2026-04-09 23:57:32,C030,49993.14,EUR,Malta,transfer
T00414,2026-04-21 02:30:34,C015,7336.87,EUR,North Korea,withdrawal
T00184,2026-05-26 14:04:27,C039,454.47,EUR,Austria,withdrawal
T00366,2026-05-09 01:30:53,C008,303.58,EUR,Netherlands,transfer
T00435,2026-03-19 19:19:15,C029,9648.13,EUR,Germany,deposit
T00010,2026-03-30 02:27:14,C038,417.8,EUR,Malta,deposit
T00279,2026-05-02 03:18:39,C034,502.26,EUR,Belgium,transfer
T00323,2026-03-13 15:54:50,C006,697.62,EUR,Malta,deposit
T00128,2026-04-09 16:02:59,C009,5166.19,EUR,Malta,deposit
T00270,2026-05-12 07:01:58,C012,214.48,EUR,Spain,deposit
T00330,2026-04-11 14:01:33,C006,518.69,EUR,Belgium,deposit
T00103,2026-03-07 07:24:40,C024,970.25,EUR,Portugal,withdrawal
T00215,2026-03-22 16:09:43,C007,313.61,EUR,Ireland,withdrawal
T00071,2026-04-16 23:08:27,C033,522.12,EUR,Ireland,withdrawal
T00197,2026-04-27 12:43:40,C011,252.67,EUR,France,deposit
T00427,2026-03-10 17:22:49,C021,9129.39,EUR,Netherlands,deposit
T00045,2026-03-01 11:03:49,C025,858.46,EUR,Austria,withdrawal
T00032,2026-04-15 07:38:55,C009,218.46,EUR,Malta,transfer
T00246,2026-03-06 01:25:00,C013,866.34,EUR,Malta,deposit
T00282,2026-04-24 12:32:38,C001,1635.97,EUR,Malta,transfer
T00211,2026-05-23 12:05:06,C013,60.62,EUR,Malta,withdrawal
T00256,2026-04-05 20:19:09,C017,820.91,EUR,France,withdrawal
T00152,2026-03-28 15:39:30,C008,3166.5,EUR,Austria,withdrawal
T00332,2026-04-08 09:46:20,C011,938.72,EUR,Spain,withdrawal
T00126,2026-05-17 18:05:07,C026,298.22,EUR,Malta,withdrawal
T00316,2026-03-12 14:45:20,C006,3548.08,EUR,Malta,withdrawal
T00318,2026-05-12 03:28:19,C032,2985.51,EUR,Netherlands,transfer
T00315,2026-04-01 08:13:23,C006,478.19,EUR,Belgium,withdrawal
T00018,2026-04-07 07:55:34,C036,1082.33,EUR,France,deposit
T00077,2026-04-22 17:47:18,C001,686.59,EUR,France,transfer
T00229,2026-04-14 18:53:32,C020,309.7,EUR,France,withdrawal
T00144,2026-03-17 00:32:27,C001,1116.35,EUR,Malta,withdrawal
T00141,2026-05-22 23:16:59,C013,1154.08,EUR,France,transfer
T00096,2026-03-04 03:19:30,C029,569.72,EUR,Spain,deposit
T00110,2026-03-20 16:15:29,C020,2299.34,EUR,Portugal,transfer
T00182,2026-03-11 18:22:12,C004,444.03,EUR,Netherlands,transfer
T00089,2026-03-13 07:33:55,C028,301.0,EUR,Belgium,transfer
T00219,2026-03-04 06:46:25,C026,447.06,EUR,Italy,withdrawal
T00350,2026-05-26 05:59:02,C008,216.57,EUR,Italy,transfer
T00196,2026-03-16 10:22:43,C024,730.58,EUR,Austria,deposit
T00016,2026-04-21 02:08:05,C007,244.29,EUR,France,deposit
T00255,2026-04-15 23:25:19,C012,582.08,EUR,Austria,transfer
T00203,2026-05-13 08:48:31,C032,774.22,EUR,Austria,transfer
T00371,2026-05-26 03:28:01,C019,426.69,EUR,Austria,deposit
T00421,2026-05-02 02:10:50,C034,8856.48,EUR,Syria,deposit
T00222,2026-05-09 10:34:18,C029,1623.23,EUR,Austria,withdrawal
T00294,2026-05-22 13:52:38,C028,728.13,EUR,Netherlands,transfer
T00087,2026-04-23 22:04:31,C020,283.75,EUR,Austria,transfer
T00026,2026-03-02 20:11:32,C019,1494.1,EUR,Austria,withdrawal
